id,Geographic Area Name,Total Population,Female Total Population,Female Percentage,Male Percentage,Married percentage,50% below the poverty level,Poverty level percentage,High school graduate (includes equivalency) (18-24),Some college or associate's degree (18-24),Bachelor's degree or higher (18-24),High school graduate (includes equivalency) (>25),Some college or Associate's degree (>25),Bachelor's degree (>25),Graduate or professional degree (>25),High school graduate or higher (>25),Bachelor's degree or higher (>25),Total High school degree,Total Some college or associate's degree,Total Bachelor's degree,High school degree percentage,Some college or associate's degree percentage,Bachelor's degree percentage,Hispanic or Latino,Not Hispanic nor Latino,Hispanic or Latino population percentage,Not Hispanic nor Lation population percentage,White, Black or African American,American Indian and Alaska Native alone,Asian,Native Hawaiian and Other Pacific Islander alone, Some Other Race alone,
0500000US48327,"Menard County, Texas",2108,949,45.02%,54.98%,51.4,121,5.74%,38,5,11,495,147,253,193,1394,446,533,152,264,25.28%,7.21%,13%,662,1300,31.40%,68.60%,1231,12,7,5,3,8,
0500000US48329,"Midland County, Texas",171238,84695,49.46%,50.54%,50.4,7341,4.29%,5545,5738,1302,27902,8625,21220,8128,89953,29348,33447,14363,22522,19.53%,8.39%,13%,73331,96652,42.82%,57.18%,76487,10465,686,3891,152,621,
0500000US48331,"Milam County, Texas",24797,12657,51.04%,48.96%,50.7,1337,5.39%,865,642,125,6565,1349,1742,784,13963,2526,7430,1991,1867,29.96%,8.03%,8%,6264,18490,25.26%,74.74%,15367,2097,67,111,11,84,
0500000US48333,"Mills County, Texas",4877,2446,50.15%,49.85%,53.2,191,3.92%,196,66,3,1214,224,557,207,3000,764,1410,290,560,28.91%,5.95%,11%,728,3728,14.93%,85.07%,3498,25,10,4,0,6,
0500000US48335,"Mitchell County, Texas",8256,3251,39.38%,60.62%,40.3,150,1.82%,647,129,34,2360,274,481,154,4433,635,3007,403,515,36.42%,4.88%,6%,3454,5536,41.84%,58.16%,4328,925,34,54,1,11,
0500000US48337,"Montague County, Texas",19640,10175,51.81%,48.19%,62.1,1356,6.90%,569,485,43,4962,1248,1701,722,12043,2423,5531,1733,1744,28.16%,8.82%,9%,2361,17604,12.02%,87.98%,16342,73,155,84,4,34,
0500000US48339,"Montgomery County, Texas",590188,298062,50.50%,49.50%,57.9,20899,3.54%,16239,18126,5101,90126,29542,90468,44375,344494,134843,106365,47668,95569,18.02%,8.08%,16%,164089,456354,27.80%,72.20%,371403,34177,1884,21436,634,2522,
0500000US48341,"Moore County, Texas",21169,10004,47.26%,52.74%,57.9,675,3.19%,860,456,152,3358,856,1162,605,8113,1767,4218,1312,1314,19.93%,6.20%,6%,12647,8711,59.74%,40.26%,6499,654,97,982,1,83,
0500000US48343,"Morris County, Texas",12357,6377,51.61%,48.39%,55.8,447,3.62%,358,461,7,3685,627,870,336,7777,1206,4043,1088,877,32.72%,8.80%,7%,1182,10791,9.57%,90.43%,7716,2448,70,35,9,30,
0500000US48345,"Motley County, Texas",1362,655,48.09%,51.91%,53.3,28,2.06%,31,27,0,369,63,138,30,890,168,400,90,138,29.37%,6.61%,10%,153,910,11.23%,88.77%,858,7,0,0,0,2,
0500000US48347,"Nacogdoches County, Texas",65080,33894,52.08%,47.92%,44.6,7100,10.91%,2592,7943,983,10863,2199,5735,3470,31528,9205,13455,10142,6718,20.67%,15.58%,10%,13597,51056,20.89%,79.11%,37158,10567,191,760,10,190,
0500000US48349,"Navarro County, Texas",49475,25187,50.91%,49.09%,54.8,2661,5.38%,1967,1549,163,9677,3033,3534,1928,25724,5462,11644,4582,3697,23.54%,9.26%,7%,16049,36575,32.44%,67.56%,26996,6286,163,393,734,137,
0500000US48351,"Newton County, Texas",13788,6690,48.52%,51.48%,55.1,1253,9.09%,527,226,0,4230,705,700,165,7993,865,4757,931,700,34.50%,6.75%,5%,344,11873,2.49%,97.51%,9249,2075,59,24,0,27,
0500000US48353,"Nolan County, Texas",14901,7231,48.53%,51.47%,50.3,1110,7.45%,535,405,61,3298,864,1024,414,7887,1438,3833,1269,1085,25.72%,8.52%,7%,5354,9384,35.93%,64.07%,8138,625,53,103,2,31,
0500000US48355,"Nueces County, Texas",362151,183227,50.59%,49.41%,45.3,23277,6.43%,13103,16185,2139,69309,20777,33044,18326,198578,51370,82412,36962,35183,22.76%,10.21%,10%,217052,136126,59.93%,40.07%,106165,12651,907,7712,281,1264,
0500000US48357,"Ochiltree County, Texas",9907,5021,50.68%,49.32%,57.1,311,3.14%,287,453,93,1916,334,708,256,4291,964,2203,787,801,22.24%,7.94%,8%,5470,4545,55.21%,44.79%,4245,14,31,28,2,21,
0500000US48359,"Oldham County, Texas",2110,902,42.75%,57.25%,56.2,66,3.13%,27,38,1,385,126,262,72,1142,334,412,164,263,19.53%,7.77%,12%,313,1445,14.83%,85.17%,1325,33,6,10,0,0,
0500000US48361,"Orange County, Texas",83776,42290,50.48%,49.52%,53.5,5387,6.43%,2753,2491,343,20647,5736,6979,1990,49572,8969,23400,8227,7322,27.93%,9.82%,9%,7265,77543,8.67%,91.33%,64935,7981,343,1108,13,196,
0500000US48363,"Palo Pinto County, Texas",28792,14712,51.10%,48.90%,48.7,1789,6.21%,1134,475,233,6975,1531,2368,1197,17297,3565,8109,2006,2601,28.16%,6.97%,9%,5614,22795,19.50%,80.50%,20778,552,149,211,12,69,
0500000US48365,"Panola County, Texas",23186,11825,51.00%,49.00%,53.2,1506,6.50%,693,986,68,4905,1375,1819,630,13224,2449,5598,2361,1887,24.14%,10.18%,8%,2190,20301,9.45%,90.55%,16098,3244,96,99,7,26,
0500000US48367,"Parker County, Texas",138447,69443,50.16%,49.84%,58.6,4513,3.26%,4135,4065,964,26246,9753,16148,8786,83128,24934,30381,13818,17112,21.94%,9.98%,12%,19819,128403,14.32%,85.68%,117747,1636,878,990,97,470,
0500000US48369,"Parmer County, Texas",9639,4756,49.34%,50.66%,58.6,410,4.25%,360,294,15,1828,569,674,237,4477,911,2188,863,689,22.70%,8.95%,7%,6504,3365,67.48%,32.52%,3187,53,11,14,0,39,
0500000US48371,"Pecos County, Texas",15725,6804,43.27%,56.73%,43.3,1018,6.47%,615,384,35,3780,399,782,436,7642,1218,4395,783,817,27.95%,4.98%,5%,10845,4348,68.97%,31.03%,3473,505,33,143,0,35,
0500000US48373,"Polk County, Texas",50155,23192,46.24%,53.76%,50.1,3762,7.50%,1488,1308,173,13563,2443,3790,1399,29698,5189,15051,3751,3963,30.01%,7.48%,8%,7345,42778,14.64%,85.36%,34808,4869,914,340,0,135,
0500000US48375,"Potter County, Texas",118323,57360,48.48%,51.52%,46.5,8719,7.37%,4671,3863,452,24408,5659,7989,3562,57976,11551,29079,9522,8441,24.58%,8.05%,7%,45193,73332,38.19%,61.81%,50153,11999,636,6036,20,613,
0500000US48377,"Presidio County, Texas",6808,3457,50.78%,49.22%,55.1,663,9.74%,186,203,1,481,358,648,214,2147,862,667,561,649,9.80%,8.24%,10%,4991,1140,73.31%,26.69%,961,25,16,85,0,9,
0500000US48379,"Rains County, Texas",12001,5913,49.27%,50.73%,54.8,558,4.65%,381,204,11,3380,704,959,413,7447,1372,3761,908,970,31.34%,7.57%,8%,1109,11055,9.24%,90.76%,10130,264,85,55,1,33,
0500000US48381,"Randall County, Texas",136005,69242,50.91%,49.09%,53.3,5114,3.76%,4337,6444,1238,21780,8751,18910,8882,83554,27792,26117,15195,20148,19.20%,11.17%,15%,31583,109170,23.22%,76.78%,95457,4567,794,2604,54,412,
0500000US48383,"Reagan County, Texas",3766,1705,45.27%,54.73%,58.3,117,3.11%,249,100,10,957,106,167,92,1836,259,1206,206,177,32.02%,5.47%,5%,2283,1102,60.62%,39.38%,968,33,12,19,1,6,
0500000US48385,"Real County, Texas",3429,1889,55.09%,44.91%,45.3,257,7.49%,65,94,8,851,251,271,134,2121,405,916,345,279,26.71%,10.06%,8%,692,2066,20.18%,79.82%,1940,22,8,12,3,2,
0500000US48387,"Red River County, Texas",12115,6385,52.70%,47.30%,51.5,1016,8.39%,355,218,54,3545,680,1023,384,7987,1407,3900,898,1077,32.19%,7.41%,9%,766,10821,6.32%,93.68%,8499,1738,102,51,0,13,
0500000US48389,"Reeves County, Texas",15546,5988,38.52%,61.48%,37.5,1117,7.19%,552,869,28,3741,600,778,313,7171,1091,4293,1469,806,27.61%,9.45%,5%,12510,2238,80.47%,19.53%,1697,224,27,165,3,39,
0500000US48391,"Refugio County, Texas",7015,3648,52.00%,48.00%,42.9,535,7.63%,191,241,0,1984,454,385,151,3999,536,2175,695,385,31.00%,9.91%,5%,3306,3435,47.13%,52.87%,2864,400,18,27,0,12,
0500000US48393,"Roberts County, Texas",784,384,48.98%,51.02%,67.2,31,3.95%,25,2,5,188,61,91,44,523,135,213,63,96,27.17%,8.04%,12%,50,777,6.38%,93.62%,717,2,2,0,0,1,
0500000US48395,"Robertson County, Texas",17094,8757,51.23%,48.77%,52.6,890,5.21%,664,387,7,4356,889,1493,655,9872,2148,5020,1276,1500,29.37%,7.46%,9%,3528,13229,20.64%,79.36%,9505,3095,29,104,21,37,
0500000US48397,"Rockwall County, Texas",101175,51284,50.69%,49.31%,63.3,1441,1.42%,2474,3547,834,11553,6137,17738,10454,61199,28192,14027,9684,18572,13.86%,9.57%,18%,20560,87259,20.32%,79.68%,70198,8179,479,3306,75,344,
0500000US48399,"Runnels County, Texas",10280,5092,49.53%,50.47%,53.5,554,5.39%,314,363,15,2466,528,926,241,5697,1167,2780,891,941,27.04%,8.67%,9%,3354,6546,32.63%,67.37%,6062,132,39,24,6,15,
0500000US48401,"Rusk County, Texas",53988,25172,46.63%,53.38%,49.2,2991,5.54%,1922,1918,88,11963,3485,3858,2067,30695,5925,13885,5403,3946,25.72%,10.01%,7%,9579,42635,17.74%,82.26%,32022,8240,195,231,18,162,
0500000US48403,"Sabine County, Texas",10470,5471,52.25%,47.75%,57.8,919,8.78%,291,133,14,2794,646,817,562,6811,1379,3085,779,831,29.47%,7.44%,8%,393,9501,3.75%,96.25%,8307,734,51,52,0,35,
0500000US48405,"San Augustine County, Texas",8260,4162,50.39%,49.61%,57.8,1014,12.28%,102,156,0,2575,257,558,302,5051,860,2677,413,558,32.41%,5.00%,7%,639,7279,7.74%,92.26%,5270,1768,19,36,0,0,
0500000US48407,"San Jacinto County, Texas",28574,14511,50.78%,49.22%,54.2,1270,4.44%,1026,389,5,8767,1063,2061,1065,17621,3126,9793,1452,2066,34.27%,5.08%,7%,4822,22580,16.88%,83.12%,19170,2083,123,86,15,74,
0500000US48409,"San Patricio County, Texas",66969,33063,49.37%,50.63%,48,4228,6.31%,2943,1694,243,14089,3281,4637,2194,35012,6831,17032,4975,4880,25.43%,7.43%,7%,38220,30535,57.07%,42.93%,26613,994,198,845,66,227,
0500000US48411,"San Saba County, Texas",6004,2962,49.33%,50.67%,51.2,380,6.33%,308,96,5,1552,176,600,129,3392,729,1860,272,605,30.98%,4.53%,10%,1749,3981,29.13%,70.87%,3690,106,29,16,1,10,
0500000US48413,"Schleicher County, Texas",2898,1422,49.07%,50.93%,58.2,272,9.39%,60,50,40,542,117,251,58,1523,309,602,167,291,20.77%,5.76%,10%,1275,1176,44.00%,56.00%,1102,15,4,7,2,10,
0500000US48415,"Scurry County, Texas",16918,7568,44.73%,55.27%,50.3,358,2.12%,666,410,14,3700,747,1290,517,8994,1807,4366,1157,1304,25.81%,6.84%,8%,7139,9793,42.20%,57.80%,8637,599,60,82,5,27,
0500000US48417,"Shackelford County, Texas",3291,1587,48.22%,51.78%,55.3,218,6.62%,51,113,0,463,112,524,213,1989,737,514,225,524,15.62%,6.84%,16%,363,2742,11.03%,88.97%,2612,20,6,14,0,2,
0500000US48419,"Shelby County, Texas",25263,12805,50.69%,49.31%,51.9,2764,10.94%,995,619,75,5679,920,1699,606,12826,2305,6674,1539,1774,26.42%,6.09%,7%,4685,19337,18.54%,81.46%,14416,3805,50,364,14,49,
0500000US48421,"Sherman County, Texas",3046,1456,47.80%,52.20%,63.3,124,4.07%,71,123,14,502,177,300,77,1518,377,573,300,314,18.81%,9.85%,10%,1315,1467,43.17%,56.83%,1362,10,5,2,0,6,
0500000US48423,"Smith County, Texas",230184,119082,51.73%,48.27%,50.6,14226,6.18%,6487,11189,1362,35547,14877,27612,13281,131720,40893,42034,26066,28974,18.26%,11.32%,13%,47281,186198,20.54%,79.46%,134452,38003,746,4129,77,695,
0500000US48425,"Somervell County, Texas",8958,4444,49.61%,50.39%,53.5,448,5.00%,409,193,13,2178,410,1326,487,5767,1813,2587,603,1339,28.88%,6.73%,15%,1687,7518,18.83%,81.17%,7011,39,49,55,0,33,
0500000US48427,"Starr County, Texas",64032,32846,51.30%,48.70%,42.7,8167,12.75%,2176,3263,517,9456,1298,2729,1173,20549,3902,11632,4561,3246,18.17%,7.12%,5%,64393,1527,100.56%,-0.56%,1171,31,8,100,0,98,
0500000US48429,"Stephens County, Texas",9358,4469,47.76%,52.24%,47.2,713,7.62%,464,159,53,2094,426,771,229,5068,1000,2558,585,824,27.33%,6.25%,9%,2204,6897,23.55%,76.45%,6256,237,36,60,1,27,
0500000US48431,"Sterling County, Texas",1274,643,50.47%,49.53%,60.7,4,0.31%,60,62,0,371,19,83,57,679,140,431,81,83,33.83%,6.36%,7%,449,923,35.24%,64.76%,867,3,4,1,2,2,
0500000US48433,"Stonewall County, Texas",1412,746,52.83%,47.17%,59.7,68,4.82%,60,65,9,353,16,81,29,719,110,413,81,90,29.25%,5.74%,6%,226,1019,16.01%,83.99%,958,18,3,5,0,2,
0500000US48435,"Sutton County, Texas",3793,1805,47.59%,52.41%,64,356,9.39%,107,113,0,804,129,289,164,1859,453,911,242,289,24.02%,6.38%,8%,2093,1279,55.18%,44.82%,1200,6,5,6,0,14,
0500000US48437,"Swisher County, Texas",7403,3391,45.81%,54.19%,45.9,639,8.63%,327,108,110,1723,198,587,193,3686,780,2050,306,697,27.69%,4.13%,9%,3147,3824,42.51%,57.49%,3219,407,18,10,0,8,
0500000US48439,"Tarrant County, Texas",2077153,1061673,51.11%,48.89%,48.9,99470,4.79%,65782,80654,20650,319800,105192,289302,146527,1156056,435829,385582,185846,309952,18.56%,8.95%,15%,620907,1489733,29.89%,70.11%,904884,358645,7033,127783,4147,8321,
0500000US48441,"Taylor County, Texas",137521,70483,51.25%,48.75%,48.1,7837,5.70%,6509,9422,1512,25733,7189,14479,8118,75388,22597,32242,16611,15991,23.45%,12.08%,12%,34756,108452,25.27%,74.73%,87316,10980,589,2815,161,468,
0500000US48443,"Terrell County, Texas",903,428,47.40%,52.60%,51.8,6,0.66%,7,0,0,175,23,149,27,664,176,182,23,149,20.16%,2.55%,17%,370,390,40.97%,59.03%,352,8,0,5,0,2,
0500000US48445,"Terry County, Texas",12408,5826,46.95%,53.05%,49.2,635,5.12%,473,405,10,2369,311,660,245,5457,905,2842,716,670,22.90%,5.77%,5%,6569,5262,52.94%,47.06%,4599,389,29,37,0,24,
0500000US48447,"Throckmorton County, Texas",1500,809,53.93%,46.07%,60.3,115,7.67%,63,50,0,399,78,156,82,928,238,462,128,156,30.80%,8.53%,10%,145,1295,9.67%,90.33%,1248,1,3,3,0,0,
0500000US48449,"Titus County, Texas",32709,16596,50.74%,49.26%,54.7,1590,4.86%,1509,1117,108,7086,1648,2429,920,15623,3349,8595,2765,2537,26.28%,8.45%,8%,13680,17567,41.82%,58.18%,13410,2884,101,262,3,73,
0500000US48451,"Tom Green County, Texas",118645,59396,50.06%,49.94%,46.6,5902,4.97%,4292,7733,936,22156,5557,12726,6333,65850,19059,26448,13290,13662,22.29%,11.20%,12%,47066,72937,39.67%,60.33%,62390,4010,366,1704,143,369,
0500000US48453,"Travis County, Texas",1250884,619098,49.49%,50.51%,45.2,70599,5.64%,26768,54619,21790,136213,47111,280975,165271,781592,446246,162981,101730,302765,13.03%,8.13%,24%,421110,869078,33.66%,66.34%,612824,96270,2762,99660,774,6513,
0500000US48455,"Trinity County, Texas",14689,7404,50.41%,49.60%,54.8,1518,10.33%,459,374,42,3837,703,1046,419,8864,1465,4296,1077,1088,29.25%,7.33%,7%,1314,12288,8.95%,91.05%,10533,1086,29,30,4,33,
0500000US48457,"Tyler County, Texas",21524,9818,45.61%,54.39%,45.1,1226,5.70%,959,395,68,6371,611,1606,571,12429,2177,7330,1006,1674,34.06%,4.67%,8%,1520,18278,7.06%,92.94%,15302,2040,111,97,3,47,
0500000US48459,"Upshur County, Texas",41386,21023,50.80%,49.20%,52.6,2556,6.18%,1340,1345,258,9828,2560,3552,1579,24408,5131,11168,3905,3810,26.98%,9.44%,9%,3986,36906,9.63%,90.37%,31287,2908,261,177,9,150,
0500000US48461,"Upton County, Texas",3651,1849,50.64%,49.36%,51.1,191,5.23%,141,48,29,891,82,229,100,1833,329,1032,130,258,28.27%,3.56%,7%,1797,1511,49.22%,50.78%,1318,59,11,4,0,3,
0500000US48463,"Uvalde County, Texas",26899,13814,51.36%,48.65%,45,2411,8.96%,949,1096,291,4960,1507,2432,829,12728,3261,5909,2603,2723,21.97%,9.68%,10%,17317,7247,64.38%,35.62%,6613,107,25,158,6,66,
0500000US48465,"Val Verde County, Texas",49018,24063,49.09%,50.91%,53.5,3786,7.72%,1794,1856,656,7287,1855,3694,1988,20807,5682,9081,3711,4350,18.53%,7.57%,9%,38207,9379,77.94%,22.06%,7836,538,57,351,35,85,
0500000US48467,"Van Zandt County, Texas",55970,28733,51.34%,48.66%,58.5,2972,5.31%,2243,1091,259,12815,3423,4562,1564,33124,6126,15058,4514,4821,26.90%,8.07%,9%,7071,52470,12.63%,87.37%,47986,1517,328,272,30,133,
0500000US48469,"Victoria County, Texas",92044,46900,50.95%,49.05%,49.3,5551,6.03%,2964,3474,457,18419,5860,7865,3554,50349,11419,21383,9334,8322,23.23%,10.14%,9%,42931,48388,46.64%,53.36%,39330,5230,214,1391,35,232,
0500000US48471,"Walker County, Texas",72295,30026,41.53%,58.47%,37.4,7931,10.97%,3287,10075,930,18642,2810,6135,2747,40153,8882,21929,12885,7065,30.33%,17.82%,10%,16578,59822,22.93%,77.07%,39823,16382,251,1126,39,318,
0500000US48473,"Waller County, Texas",53626,26968,50.29%,49.71%,45.1,3479,6.49%,3027,6372,569,9383,1500,4560,2287,25398,6847,12410,7872,5129,23.14%,14.68%,10%,18486,38308,34.47%,65.53%,23494,12104,210,785,10,314,
0500000US48475,"Ward County, Texas",11745,5840,49.72%,50.28%,54.5,790,6.73%,531,179,55,2690,463,671,179,5862,850,3221,642,726,27.42%,5.47%,6%,6325,5319,53.85%,46.15%,4506,415,41,69,2,22,
0500000US48477,"Washington County, Texas",35275,18145,51.44%,48.56%,50.2,1431,4.06%,1331,2086,255,7314,1817,4302,2324,20646,6626,8645,3903,4557,24.51%,11.06%,13%,6425,29380,18.21%,81.79%,22023,5555,75,547,14,140,
0500000US48479,"Webb County, Texas",274847,140040,50.95%,49.05%,46.2,29558,10.75%,11388,13542,1504,37611,11307,20488,8234,104327,28722,48999,24849,21992,17.83%,9.04%,8%,254354,12760,92.54%,7.46%,9495,788,135,1300,25,458,
0500000US48481,"Wharton County, Texas",41672,21092,50.61%,49.39%,50.7,2395,5.75%,1081,1627,111,7814,2514,3427,1618,21513,5045,8895,4141,3538,21.35%,9.94%,8%,16967,24603,40.72%,59.28%,18130,5469,69,164,0,104,
0500000US48483,"Wheeler County, Texas",5187,2479,47.79%,52.21%,51.8,343,6.61%,142,104,17,1075,319,416,119,2802,535,1217,423,433,23.46%,8.16%,8%,1227,3763,23.66%,76.34%,3469,81,33,24,2,12,
0500000US48485,"Wichita County, Texas",132154,63621,48.14%,51.86%,45.2,9852,7.45%,7583,7585,777,27618,7070,13050,6545,74773,19595,35201,14655,13827,26.64%,11.09%,10%,25803,103547,19.52%,80.48%,79694,13379,992,2647,140,476,
0500000US48487,"Wilbarger County, Texas",12717,6532,51.36%,48.64%,44.8,1023,8.04%,452,393,62,2939,597,1044,266,6925,1310,3391,990,1106,26.67%,7.78%,9%,3734,9153,29.36%,70.64%,7012,1013,96,566,0,32,
0500000US48489,"Willacy County, Texas",21419,9617,44.90%,55.10%,38.9,2154,10.06%,1063,834,17,5030,787,868,378,9482,1246,6093,1621,885,28.45%,7.57%,4%,17611,2553,82.22%,17.78%,1805,445,47,160,2,34,
0500000US48491,"Williamson County, Texas",570437,289410,50.74%,49.27%,53.4,14154,2.48%,16123,17739,5546,76864,32838,104976,54003,354174,158979,92987,50577,110522,16.30%,8.87%,19%,147088,461929,25.79%,74.21%,336410,38557,1659,53982,592,3124,
0500000US48493,"Wilson County, Texas",50110,25055,50.00%,50.00%,59.1,2480,4.95%,1432,1653,338,11661,2472,5430,2352,30081,7782,13093,4125,5768,26.13%,8.23%,12%,19232,30521,38.38%,61.62%,27877,693,148,229,24,187,
0500000US48495,"Winkler County, Texas",7822,3779,48.31%,51.69%,54.8,244,3.12%,605,178,25,1382,191,330,103,3130,433,1987,369,355,25.40%,4.72%,5%,4732,3059,60.50%,39.50%,2702,139,38,77,0,9,
0500000US48497,"Wise County, Texas",67884,33761,49.73%,50.27%,55.6,2629,3.87%,2874,1422,378,15630,4093,6412,2178,39333,8590,18504,5515,6790,27.26%,8.12%,10%,13694,54938,20.17%,79.83%,50495,657,474,372,12,172,
0500000US48499,"Wood County, Texas",45054,22728,50.45%,49.55%,53,2025,4.49%,1098,1638,94,10831,2367,3992,2291,28065,6283,11929,4005,4086,26.48%,8.89%,9%,4894,39949,10.86%,89.14%,35906,1658,227,230,1,138,
0500000US48501,"Yoakum County, Texas",8612,4155,48.25%,51.75%,56.9,353,4.10%,164,425,0,1528,211,504,93,3511,597,1692,636,504,19.65%,7.39%,6%,4968,2726,57.69%,42.31%,2488,55,22,46,0,15,
0500000US48503,"Young County, Texas",17961,9251,51.51%,48.49%,58,1001,5.57%,769,261,41,3784,598,2050,884,10558,2934,4553,859,2091,25.35%,4.78%,12%,3508,14359,19.53%,80.47%,13409,174,79,86,0,38,
0500000US48505,"Zapata County, Texas",14243,7248,50.89%,49.11%,41,2278,15.99%,623,414,164,2458,413,894,82,5196,976,3081,827,1058,21.63%,5.81%,7%,12999,890,91.27%,8.73%,796,9,7,16,0,16,
0500000US48507,"Zavala County, Texas",11930,5630,47.19%,52.81%,41.1,1928,16.16%,398,354,195,2486,461,495,383,5377,878,2884,815,690,24.17%,6.83%,6%,8944,726,74.97%,25.03%,572,67,21,19,1,3,
0500000US49001,"Beaver County, Utah",6594,3078,46.68%,53.32%,68.8,123,1.87%,135,361,0,1046,586,862,137,3537,999,1181,947,862,17.91%,14.36%,13%,1066,6006,16.17%,83.83%,5717,23,70,32,21,8,
0500000US49003,"Box Elder County, Utah",54953,26928,49.00%,51.00%,61.8,1559,2.84%,2253,1804,107,9937,3340,5656,2098,30392,7754,12190,5144,5763,22.18%,9.36%,10%,5537,52129,10.08%,89.92%,49361,161,383,438,98,102,
0500000US49005,"Cache County, Utah",126336,62994,49.86%,50.14%,57.3,7516,5.95%,5382,14667,2253,12940,4831,16272,8418,60016,24690,18322,19498,18525,14.50%,15.43%,15%,15076,118078,11.93%,88.07%,109376,1045,620,2303,660,422,
0500000US49007,"Carbon County, Utah",20401,10168,49.84%,50.16%,54.6,1313,6.44%,747,897,56,3897,2162,1471,752,12222,2223,4644,3059,1527,22.76%,14.99%,7%,2677,17735,13.12%,86.88%,16645,50,199,63,29,58,
0500000US49009,"Daggett County, Utah",590,265,44.92%,55.09%,61.3,17,2.88%,20,14,0,162,21,39,17,366,56,182,35,39,30.85%,5.93%,7%,29,906,4.92%,95.08%,881,1,0,1,2,2,
0500000US49011,"Davis County, Utah",350761,173597,49.49%,50.51%,60.2,7815,2.23%,11455,14529,2318,43575,22116,53067,25516,197441,78583,55030,36645,55385,15.69%,10.45%,16%,39295,323384,11.20%,88.80%,292458,4008,1464,6907,3204,1244,
0500000US49013,"Duchesne County, Utah",19950,9870,49.47%,50.53%,63.3,1323,6.63%,667,424,21,4510,988,1159,454,10485,1613,5177,1412,1180,25.95%,7.08%,6%,1285,18311,6.44%,93.56%,16736,21,875,60,39,47,
0500000US49015,"Emery County, Utah",10099,4940,48.92%,51.08%,65.1,397,3.93%,320,345,11,1909,1097,687,315,5992,1002,2229,1442,698,22.07%,14.28%,7%,705,9120,6.98%,93.02%,8811,2,55,36,7,16,
0500000US49017,"Garfield County, Utah",5000,2429,48.58%,51.42%,58.3,366,7.32%,192,65,18,1067,470,648,236,3263,884,1259,535,666,25.18%,10.70%,13%,384,4699,7.68%,92.32%,4446,5,90,30,7,3,
0500000US49019,"Grand County, Utah",9698,4797,49.46%,50.54%,60.8,866,8.93%,230,51,67,1931,787,1233,955,6695,2188,2161,838,1300,22.28%,8.64%,13%,1226,8443,12.64%,87.36%,7481,65,330,80,11,62,
0500000US49021,"Iron County, Utah",53148,26738,50.31%,49.69%,55.8,4157,7.82%,1785,5006,575,6903,3206,6205,2422,27904,8627,8688,8212,6780,16.35%,15.45%,13%,5482,51807,10.31%,89.69%,47620,375,948,621,237,154,
0500000US49023,"Juab County, Utah",11623,5687,48.93%,51.07%,59,582,5.01%,595,283,20,2475,658,762,462,6046,1224,3070,941,782,26.41%,8.10%,7%,574,11212,4.94%,95.06%,10781,11,89,32,41,10,
0500000US49025,"Kane County, Utah",7658,3763,49.14%,50.86%,47.8,444,5.80%,153,120,26,1391,541,1114,549,5120,1663,1544,661,1140,20.16%,8.63%,15%,322,7345,4.20%,95.80%,6924,27,119,59,1,18,
0500000US49027,"Millard County, Utah",12963,6335,48.87%,51.13%,66.8,371,2.86%,397,369,19,2565,909,1374,398,7100,1772,2962,1278,1393,22.85%,9.86%,11%,1774,11201,13.69%,86.31%,10636,15,100,141,13,27,
0500000US49029,"Morgan County, Utah",11950,5804,48.57%,51.43%,69.9,162,1.36%,224,666,8,1350,819,1548,1022,6550,2570,1574,1485,1556,13.17%,12.43%,13%,338,11957,2.83%,97.17%,11562,12,31,57,0,9,
0500000US49031,"Piute County, Utah",1870,914,48.88%,51.12%,55.1,140,7.49%,33,52,0,405,189,218,69,1231,287,438,241,218,23.42%,12.89%,12%,124,1314,6.63%,93.37%,1276,0,4,0,0,1,
0500000US49033,"Rich County, Utah",2415,1191,49.32%,50.68%,57.5,51,2.11%,130,62,0,397,142,208,102,1345,310,527,204,208,21.82%,8.45%,9%,97,2413,4.02%,95.98%,2329,11,1,2,4,1,
0500000US49035,"Salt Lake County, Utah",1146215,570761,49.80%,50.21%,51.8,44258,3.86%,37742,47154,10047,162491,67031,170110,95419,665272,265529,200233,114185,180157,17.47%,9.96%,16%,232088,953150,20.25%,79.75%,800914,21976,7205,50241,21194,5537,
0500000US49037,"San Juan County, Utah",15295,7705,50.38%,49.62%,46.1,1653,10.81%,652,497,68,2801,1111,1156,606,7879,1762,3453,1608,1224,22.58%,10.51%,8%,747,13771,4.88%,95.12%,6038,32,7186,34,51,26,
0500000US49039,"Sanpete County, Utah",30421,14344,47.15%,52.85%,55.5,1786,5.87%,1252,2636,32,5758,2074,2541,1236,16740,3777,7010,4710,2573,23.04%,15.48%,8%,3043,25394,10.00%,90.00%,23688,224,240,171,247,81,
0500000US49041,"Sevier County, Utah",21475,10345,48.17%,51.83%,61.4,1234,5.75%,480,697,85,4206,1422,1931,884,12263,2815,4686,2119,2016,21.82%,9.87%,9%,1053,20469,4.90%,95.10%,19396,65,313,40,49,49,
